Training Iterations; Lorentz , DerivLorentz , Sigmoid , Tanh , ReLU
40400.0;0.659556892741849,0.1531545605111791,4.195115050224125e-07
40500.0;0.6595294205072234,0.1531445742138666,4.1785486487726177e-07
40600.0;0.6595020278241013,0.15313472458650365,4.1621060630953233e-07
40700.0;0.6594747142706616,0.15312500757328443,4.1457859773643855e-07
40800.0;0.6594474794290031,0.15311541923568728,4.12958709409962e-07
40900.0;0.6594203228850782,0.15310595575006508,4.113508133854119e-07
41000.0;0.6593932442286308,0.1530966134052289,4.097547834900001e-07
41100.0;0.659366243053132,0.15308738860002505,4.081704952932986e-07
41200.0;0.6593393189557196,0.15307827784090924,4.0659782607678073e-07
41300.0;0.6593124715371388,0.15306927773951812,4.050366548051563e-07
41400.0;0.6592857004016817,0.15306038501024224,4.034868620979811e-07
41500.0;0.6592590051571325,0.15305159646780167,4.0194833020111733e-07
41600.0;0.6592323854147097,0.15304290902482845,4.0042094295995383e-07
41700.0;0.6592058407890117,0.153034319689458,3.9890458579220224e-07
41800.0;0.6591793708979632,0.15302582556293273,3.973991456616685e-07
41900.0;0.6591529753627621,0.15301742383722045,3.9590451105210904e-07
42000.0;0.6591266538078289,0.15300911179265125,3.944205719426585e-07
42100.0;0.6591004058607558,0.15300088679557447,3.9294721978226225e-07
42200.0;0.6590742311522583,0.15299274629603973,3.914843474656385e-07
42300.0;0.6590481293161247,0.15298468782550345,3.900318493095698e-07
42400.0;0.6590220999891724,0.1529767089945641,3.8858962102907516e-07
42500.0;0.6589961428111982,0.15296880749072803,3.871575597149253e-07
42600.0;0.6589702574249359,0.15296098107620798,3.857355638108914e-07
42700.0;0.65894444347601,0.15295322758575616,3.8432353309155933e-07
42800.0;0.6589187006128938,0.15294554492453363,3.829213686410919e-07
42900.0;0.6588930284868662,0.15293793106601797,3.8152897283146885e-07
43000.0;0.6588674267519705,0.15293038404994924,3.8014624930220423e-07
43100.0;0.6588418950649737,0.15292290198031758,3.7877310293922976e-07
43200.0;0.6588164330853267,0.15291548302339095,3.774094398557786e-07
43300.0;0.6587910404751249,0.15290812540578608,3.760551673718487e-07
43400.0;0.6587657168990715,0.15290082741258174,3.747101939953079e-07
43500.0;0.6587404620244384,0.15289358738547576,3.7337442940295564e-07
43600.0;0.6587152755210306,0.15288640372098578,3.720477844219054e-07
43700.0;0.6586901570611502,0.15287927486869396,3.7073017101145726e-07
43800.0;0.658665106319562,0.15287219932953633,3.694215022449854e-07
43900.0;0.6586401229734575,0.15286517565413557,3.6812169229270143e-07
44000.0;0.6586152067024236,0.15285820244117884,3.668306564041473e-07
44100.0;0.6585903571884073,0.15285127833583878,3.655483108915748e-07
44200.0;0.6585655741156855,0.1528444020282384,3.6427457311287893e-07
44300.0;0.6585408571708327,0.15283757225195932,3.630093614561455e-07
44400.0;0.6585162060426892,0.15283078778259235,3.617525953227541e-07
44500.0;0.6584916204223326,0.15282404743633116,3.6050419511247174e-07
44600.0;0.6584671000030468,0.15281735006860658,3.592640822072498e-07
44700.0;0.6584426444802933,0.15281069457276258,3.580321789570479e-07
44800.0;0.6584182535516832,0.1528040798787728,3.5680840866413966e-07
44900.0;0.658393926916949,0.15279750495199584,3.5559269556897803e-07
45000.0;0.6583696642779177,0.1527909687919704,3.5438496483615216e-07
45100.0;0.658345465338483,0.1527844704312478,3.531851425394294e-07
45200.0;0.6583213298045808,0.15277800893426213,3.519931556490694e-07
45300.0;0.6582972573841624,0.1527715833962367,3.508089320174727e-07
45400.0;0.6582732477871696,0.15276519294212604,3.4963240036645886e-07
45500.0;0.6582493007255107,0.15275883672559276,3.4846349027354076e-07
45600.0;0.6582254159130356,0.15275251392801792,3.473021321597564e-07
45700.0;0.6582015930655127,0.15274622375754493,3.4614825727663174e-07
45800.0;0.658177831900606,0.15273996544815496,3.450017976941206e-07
45900.0;0.6581541321378516,0.15273373825877395,3.438626862882529e-07
46000.0;0.6581304934986363,0.15272754147240966,3.427308567291009e-07
46100.0;0.6581069157061761,0.15272137439531877,3.416062434694058e-07
46200.0;0.6580833984854934,0.15271523635620174,3.4048878173284054e-07
46300.0;0.6580599415633983,0.15270912670542608,3.393784075023786e-07
46400.0;0.6580365446684665,0.15270304481427646,3.3827505750995205e-07
46500.0;0.6580132075310198,0.1526969900742307,3.371786692247568e-07
46600.0;0.6579899298831065,0.1526909618962612,3.360891808429678e-07
46700.0;0.6579667114584817,0.15268495971016086,3.350065312769252e-07
46800.0;0.65794355199259,0.15267898296389248,3.339306601451556e-07
46900.0;0.6579204512225449,0.15267303112296163,3.3286150776149505e-07
47000.0;0.6578974088871119,0.15266710366981093,3.3179901512602725e-07
47100.0;0.6578744247266906,0.15266120010323664,3.307431239143202e-07
47200.0;0.6578514984832973,0.15265531993782505,3.296937764684324e-07
47300.0;0.6578286299005477,0.15264946270340987,3.286509157870404e-07
47400.0;0.6578058187236404,0.152643627944548,3.276144855161252e-07
47500.0;0.6577830646993402,0.1526378152200149,3.2658442993993915e-07
47600.0;0.6577603675759629,0.15263202410231722,3.2556069397194006e-07
47700.0;0.6577377271033582,0.15262625417722347,3.245432231459809e-07
47800.0;0.657715143032895,0.1526205050433111,3.2353196360722496e-07
47900.0;0.6576926151174468,0.1526147763115297,3.2252686210408364e-07
48000.0;0.6576701431113754,0.15260906760478044,3.215278659794571e-07
48100.0;0.6576477267705177,0.1526033785575097,3.205349231624359e-07
48200.0;0.6576253658521707,0.15259770881531817,3.1954798216040116e-07
48300.0;0.6576030601150775,0.15259205803458345,3.185669920507572e-07
48400.0;0.6575808093194137,0.15258642588209576,3.1759190247312724e-07
48500.0;0.6575586132267734,0.15258081203470802,3.1662266362170356e-07
48600.0;0.6575364716001577,0.15257521617899672,3.1565922623738036e-07
48700.0;0.6575143842039587,0.15256963801093643,3.1470154160070233e-07
48800.0;0.6574923508039501,0.152564077235585,3.137495615238255e-07
48900.0;0.6574703711672716,0.15255853356678045,3.128032383439344e-07
49000.0;0.657448445062419,0.15255300672684843,3.11862524915586e-07
49100.0;0.657426572259231,0.15254749644632035,3.109273746041787e-07
49200.0;0.6574047525288776,0.1525420024636611,3.099977412786688e-07
49300.0;0.6573829856438481,0.15253652452500707,3.090735793047504e-07
49400.0;0.6573612713779405,0.15253106238391306,3.081548435385417e-07
49500.0;0.6573396095062499,0.152525615801108,3.0724148931969066e-07
49600.0;0.6573179998051571,0.15252018454425967,3.063334724650315e-07
49700.0;0.6572964420523186,0.15251476838774777,3.054307492623303e-07
49800.0;0.6572749360266554,0.15250936711244453,3.0453327646367395e-07
49900.0;0.6572534815083427,0.15250398050550354,3.0364101127961325e-07
50000.0;0.6572320782787997,0.15249860836015544,3.0275391137317903e-07
50100.0;0.6572107261206798,0.15249325047551152,3.01871934853598e-07
50200.0;0.65718942481786,0.15248790665637352,3.009950402706321e-07
50300.0;0.6571681741554326,0.1524825767130503,3.001231866086838e-07
50400.0;0.6571469739196941,0.15247726046118076,2.992563332812219e-07
50500.0;0.6571258238981363,0.15247195772156344,2.9839444012526545e-07
50600.0;0.6571047238794381,0.15246666831999117,2.9753746739559676e-07
50700.0;0.6570836736534548,0.152461392087092,2.966853757594707e-07
50800.0;0.6570626730112104,0.15245612885817578,2.95838126291488e-07
50900.0;0.6570417217448885,0.1524508784730852,2.9499568046792163e-07
51000.0;0.6570208196478232,0.15244564077605283,2.9415800016196655e-07
51100.0;0.6569999665144916,0.1524404156155625,2.933250476383258e-07
51200.0;0.6569791621405043,0.15243520284421558,2.9249678554838516e-07
51300.0;0.6569584063225988,0.15243000231860165,2.9167317692511324e-07
51400.0;0.6569376988586294,0.15242481389917423,2.908541851784307e-07
51500.0;0.6569170395475609,0.1524196374501292,2.9003977409023585e-07
51600.0;0.65689642818946,0.15241447283928916,2.892299078097427e-07
51700.0;0.656875864585488,0.15240931993799034,2.884245508489055e-07
51800.0;0.6568553485378925,0.15240417862097394,2.8762366807775095e-07
51900.0;0.656834879850001,0.15239904876628058,2.8682722471991884e-07
52000.0;0.6568144583262129,0.1523939302551489,2.860351863482424e-07
52100.0;0.6567940837719923,0.15238882297191722,2.852475188803812e-07
52200.0;0.6567737559938609,0.15238372680392812,2.8446418857448394e-07
52300.0;0.6567534747993911,0.15237864164143655,2.836851620249618e-07
52400.0;0.6567332399971988,0.15237356737752125,2.8291040615836226e-07
52500.0;0.656713051396937,0.15236850390799808,2.82139888229264e-07
52600.0;0.6566929088092892,0.15236345113133737,2.813735758161927e-07
52700.0;0.6566728120459615,0.1523584089485829,2.8061143681751246e-07
52800.0;0.6566527609196781,0.15235337726327444,2.798534394478959e-07
52900.0;0.6566327552441727,0.15234835598137195,2.790995522339567e-07
53000.0;0.656612794834184,0.15234334501118285,2.783497440106371e-07
53100.0;0.6565928795054484,0.15233834426329118,2.776039839177104e-07
53200.0;0.6565730090746937,0.15233335365048944,2.768622413955563e-07
53300.0;0.6565531833596341,0.15232837308771224,2.7612448618203244e-07
53400.0;0.6565334021789624,0.15232340249197235,2.753906883085836e-07
53500.0;0.656513665352346,0.1523184417822983,2.7466081809672047e-07
53600.0;0.6564939727004193,0.15231349087967477,2.7393484615467787e-07
53700.0;0.6564743240447799,0.15230854970698396,2.732127433737311e-07
53800.0;0.65645471920798,0.1523036181889494,2.724944809250728e-07
53900.0;0.6564351580135239,0.15229869625208126,2.717800302563419e-07
54000.0;0.6564156402858601,0.15229378382462352,2.710693630883026e-07
54100.0;0.6563961658503767,0.15228888083650247,2.703624514116241e-07
54200.0;0.6563767345333968,0.15228398721927722,2.69659267483774e-07
54300.0;0.6563573461621706,0.15227910290609142,2.6895978382577343e-07
54400.0;0.6563380005648731,0.15227422783162683,2.6826397321895855e-07
54500.0;0.6563186975705961,0.15226936193205756,2.6757180870223934e-07
54600.0;0.6562994370093455,0.15226450514500672,2.668832635688754e-07
54700.0;0.656280218712034,0.1522596574095037,2.661983113634814e-07
54800.0;0.6562610425104776,0.1522548186659427,2.655169258790817e-07
54900.0;0.656241908237389,0.1522499888560432,2.648390811544213e-07
55000.0;0.6562228157263745,0.15224516792281076,2.6416475147083044e-07
55100.0;0.6562037648119274,0.15224035581049977,2.634939113495908e-07
55200.0;0.6561847553294238,0.1522355524645766,2.6282653554914116e-07
55300.0;0.6561657871151181,0.15223075783168455,2.62162599062325e-07
55400.0;0.6561468600061375,0.1522259718596092,2.615020771136499e-07
55500.0;0.6561279738404775,0.1522211944972454,2.608449451566415e-07
55600.0;0.6561091284569975,0.15221642569456484,2.6019117887125125e-07
55700.0;0.6560903236954161,0.15221166540258452,2.5954075416132874e-07
55800.0;0.6560715593963058,0.1522069135733365,2.588936471519753e-07
55900.0;0.6560528354010893,0.1522021701598384,2.582498341869647e-07
56000.0;0.6560341515520346,0.1521974351160647,2.5760929182647695e-07
56100.0;0.6560155076922505,0.15219270839691865,2.5697199684451423e-07
56200.0;0.655996903665682,0.15218798995820565,2.563379262263763e-07
56300.0;0.6559783393171059,0.15218327975660675,2.557070571665354e-07
56400.0;0.6559598144921275,0.15217857774965343,2.550793670661671e-07
56500.0;0.6559413290371741,0.1521738838957026,2.5445483353071137e-07
56600.0;0.6559228827994926,0.15216919815391278,2.538334343678165e-07
56700.0;0.6559044756271444,0.1521645204842208,2.532151475847958e-07
56800.0;0.6558861073690014,0.15215985084731914,2.5259995138678627e-07
56900.0;0.6558677778747419,0.15215518920463386,2.5198782417415465e-07
57000.0;0.6558494869948455,0.15215053551830335,2.513787445406245e-07
57100.0;0.65583123458059,0.15214588975115778,2.507726912711121e-07
57200.0;0.6558130204840473,0.1521412518666984,2.5016964333929763e-07
57300.0;0.6557948445580786,0.15213662182907867,2.49569579906034e-07
57400.0;0.6557767066563309,0.15213199960308488,2.489724803168859e-07
57500.0;0.6557586066332324,0.1521273851541176,2.483783241003678e-07
57600.0;0.6557405443439891,0.15212277844817423,2.4778709096580793e-07
57700.0;0.6557225196445808,0.1521181794518309,2.4719876080136553e-07
57800.0;0.6557045323917561,0.15211358813222622,2.4661331367222516e-07
57900.0;0.6556865824430304,0.1521090044570444,2.4603072981853546e-07
58000.0;0.6556686696566797,0.15210442839449945,2.454509896535611e-07
58100.0;0.6556507938917389,0.15209985991331967,2.4487407376182784e-07
58200.0;0.6556329550079959,0.1520952989827325,2.4429996289734e-07
58300.0;0.6556151528659898,0.15209074557244998,2.4372863798154104e-07
58400.0;0.6555973873270055,0.15208619965265435,2.431600801016329e-07
58500.0;0.6555796582530703,0.15208166119398436,2.425942705090442e-07
58600.0;0.6555619655069509,0.15207713016752186,2.4203119061717015e-07
58700.0;0.655544308952148,0.15207260654477867,2.414708220002327e-07
58800.0;0.6555266884528945,0.1520680902976838,2.4091314639103634e-07
58900.0;0.6555091038741506,0.1520635813985712,2.403581456795878e-07
59000.0;0.6554915550816,0.152059079820168,2.3980580191130585e-07
59100.0;0.6554740419416472,0.15205458553558243,2.392560972855682e-07
59200.0;0.6554565643214123,0.1520500985182928,2.387090141538247e-07
59300.0;0.6554391220887293,0.15204561874213654,2.381645350181638e-07
59400.0;0.6554217151121404,0.15204114618129927,2.3762264252974177e-07
59500.0;0.6554043432608941,0.15203668081030472,2.3708331948701284e-07
59600.0;0.6553870064049409,0.1520322226040043,2.3654654883454676e-07
59700.0;0.6553697044149291,0.15202777153756777,2.360123136611742e-07
59800.0;0.6553524371622023,0.15202332758647313,2.3548059719861653e-07
59900.0;0.655335204518795,0.15201889072649782,2.3495138282008508e-07
60000.0;0.6553180063574302,0.15201446093370954,2.3442465403859394e-07
60100.0;0.6553008425515144,0.15201003818445744,2.3390039450575556e-07
60200.0;0.6552837129751348,0.15200562245536392,2.3337858801019389e-07
60300.0;0.655266617503056,0.1520012137233161,2.3285921847627165e-07
60400.0;0.6552495560107165,0.15199681196545783,2.3234226996236135e-07
60500.0;0.6552325283742246,0.151992417159182,2.3182772666003466e-07
60600.0;0.6552155344703556,0.15198802928212293,2.3131557289211505e-07
60700.0;0.6551985741765479,0.1519836483121491,2.3080579311179083e-07
60800.0;0.6551816473709,0.15197927422735572,2.3029837190095698e-07
60900.0;0.6551647539321666,0.15197490700605826,2.2979329396910279e-07
61000.0;0.6551478937397556,0.1519705466267852,2.2929054415200684e-07
61100.0;0.6551310666737241,0.1519661930682719,2.287901074102385e-07
61200.0;0.6551142726147761,0.151961846309454,2.2829196882824746e-07
61300.0;0.655097511444258,0.1519575063294612,2.2779611361295414e-07
61400.0;0.6550807830441556,0.1519531731076115,2.2730252709226154e-07
61500.0;0.655064087297091,0.15194884662340524,2.2681119471426214e-07
61600.0;0.6550474240863184,0.1519445268565193,2.2632210204584416e-07
61700.0;0.6550307932957223,0.15194021378680173,2.2583523477148567e-07
61800.0;0.6550141948098128,0.1519359073942666,2.2535057869195386e-07
61900.0;0.6549976285137225,0.15193160765908834,2.2486811972348547e-07
62000.0;0.6549810942932037,0.15192731456159722,2.2438784389639307e-07
62100.0;0.6549645920346246,0.15192302808227404,2.2390973735389235e-07
62200.0;0.6549481216249664,0.15191874820174567,2.2343378635117118e-07
62300.0;0.6549316829518197,0.1519144749007802,2.229599772540766e-07
62400.0;0.654915275903381,0.15191020816028272,2.2248829653828948e-07
62500.0;0.65489890036845,0.1519059479612908,2.2201873078799057e-07
62600.0;0.6548825562364264,0.15190169428497022,2.2155126669478387e-07
62700.0;0.6548662433973058,0.15189744711261108,2.210858910569705e-07
62800.0;0.6548499617416772,0.15189320642562365,2.2062259077804907e-07
62900.0;0.6548337111607193,0.15188897220553452,2.2016135286613266e-07
63000.0;0.6548174915461977,0.1518847444339829,2.1970216443254182e-07
63100.0;0.6548013027904618,0.151880523092717,2.1924501269105841e-07
63200.0;0.6547851447864403,0.1518763081635906,2.187898849568922e-07
63300.0;0.6547690174276395,0.15187209962855927,2.1833676864551853e-07
63400.0;0.6547529206081398,0.1518678974696773,2.178856512719606e-07
63500.0;0.6547368542225918,0.15186370166909463,2.174365204496106e-07
63600.0;0.6547208181662135,0.15185951220905344,2.1698936388942007e-07
63700.0;0.6547048123347878,0.15185532907188515,2.1654416939897072e-07
63800.0;0.6546888366246576,0.15185115224000753,2.1610092488141364e-07
63900.0;0.6546728909327246,0.15184698169592195,2.156596183346938e-07
64000.0;0.6546569751564448,0.1518428174222104,2.1522023785056407e-07
64100.0;0.6546410891938262,0.15183865940153302,2.1478277161370943e-07
64200.0;0.6546252329434251,0.15183450761662506,2.1434720790080828e-07
64300.0;0.6546094063043426,0.15183036205029507,2.139135350798006e-07
64400.0;0.6545936091762227,0.15182622268542173,2.1348174160895022e-07
64500.0;0.654577841459248,0.15182208950495185,2.1305181603582882e-07
64600.0;0.6545621030541374,0.15181796249189794,2.12623746996758e-07
64700.0;0.6545463938621425,0.15181384162933603,2.1219752321572044e-07
64800.0;0.6545307137850445,0.1518097269004035,2.11773133503683e-07
64900.0;0.6545150627251509,0.151805618288297,2.113505667578023e-07
65000.0;0.6544994405852933,0.15180151577627,2.109298119604614e-07
65100.0;0.6544838472688239,0.15179741934763152,2.1051085817858569e-07
65200.0;0.6544682826796115,0.15179332898574366,2.100936945628184e-07
65300.0;0.6544527467220399,0.1517892446740201,2.0967831034670635e-07
65400.0;0.6544372393010036,0.15178516639592377,2.0926469484615403e-07
65500.0;0.6544217603219059,0.1517810941349657,2.0885283745820077e-07
65600.0;0.6544063096906545,0.1517770278747029,2.084427276607342e-07
65700.0;0.6543908873136595,0.15177296759873707,2.080343550114356e-07
65800.0;0.6543754930978303,0.15176891329071251,2.0762770914722072e-07
65900.0;0.654360126950572,0.15176486493431512,2.072227797834204e-07
66000.0;0.6543447887797829,0.1517608225132703,2.068195567130284e-07
66100.0;0.654329478493851,0.15175678601134213,2.0641802980613353e-07
66200.0;0.6543141960016517,0.15175275541233155,2.060181890089707e-07
66300.0;0.6542989412125437,0.15174873070007494,2.0562002434344395e-07
66400.0;0.6542837140363675,0.15174471185844324,2.0522352590642688e-07
66500.0;0.6542685143834407,0.15174069887133995,2.0482868386884069e-07
66600.0;0.6542533421645568,0.15173669172270055,2.044354884751937e-07
66700.0;0.6542381972909808,0.15173269039649107,2.040439300429862e-07
66800.0;0.6542230796744466,0.15172869487670665,2.0365399896184043e-07
66900.0;0.6542079892271544,0.15172470514737063,2.0326568569285745e-07
67000.0;0.6541929258617681,0.15172072119253352,2.0287898076804843e-07
67100.0;0.654177889491411,0.15171674299627186,2.024938747898915e-07
67200.0;0.6541628800296639,0.15171277054268692,2.0211035843010954e-07
67300.0;0.6541478973905621,0.15170880381590407,2.017284224298448e-07
67400.0;0.6541329414885924,0.15170484280007157,2.0134805759832568e-07
67500.0;0.6541180122386898,0.15170088747935967,2.0096925481256088e-07
67600.0;0.654103109556235,0.1516969378379597,2.0059200501693078e-07
67700.0;0.6540882333570514,0.15169299386008311,2.002162992221562e-07
67800.0;0.6540733835574025,0.15168905552996062,1.99842128505038e-07
67900.0;0.6540585600739883,0.15168512283184138,1.9946948400760006e-07
68000.0;0.654043762823943,0.15168119574999228,1.990983569368619e-07
68100.0;0.6540289917248321,0.15167727426869673,1.987287385639434e-07
68200.0;0.6540142466946495,0.1516733583722543,1.983606202236062e-07
68300.0;0.6539995276518137,0.15166944804497984,1.9799399331368578e-07
68400.0;0.6539848345151672,0.15166554327120274,1.9762884929463563e-07
68500.0;0.6539701672039714,0.1516616440352659,1.972651796887795e-07
68600.0;0.6539555256379049,0.15165775032152568,1.9690297607989905e-07
68700.0;0.6539409097370606,0.15165386211435045,1.9654223011272198e-07
68800.0;0.6539263194219423,0.15164997939812058,1.9618293349217516e-07
68900.0;0.6539117546134625,0.15164610215722746,1.9582507798319538e-07
69000.0;0.6538972152329399,0.15164223037607266,1.9546865540990816e-07
69100.0;0.6538827012020956,0.151638364039068,1.9511365765522748e-07
69200.0;0.653868212443051,0.15163450313063415,1.9476007666042732e-07
69300.0;0.6538537488783255,0.1516306476352005,1.9440790442436006e-07
69400.0;0.6538393104308321,0.15162679753720454,1.94057133003304e-07
69500.0;0.6538248970238766,0.15162295282109114,1.937077545101764e-07
69600.0;0.6538105085811537,0.15161911347131213,1.9335976111431844e-07
69700.0;0.6537961450267444,0.15161527947232561,1.9301314504077742e-07
69800.0;0.6537818062851134,0.15161145080859573,1.9266789856979611e-07
69900.0;0.653767492281107,0.15160762746459172,1.9232401403657133e-07
70000.0;0.6537532029399491,0.1516038094247877,1.919814838306188e-07
70100.0;0.6537389381872395,0.15159999667366222,1.9164030039535815e-07
70200.0;0.6537246979489508,0.15159618919569737,1.9130045622758427e-07
70300.0;0.6537104821514266,0.15159238697537886,1.9096194387709218e-07
70400.0;0.6536962907213771,0.1515885899971949,1.9062475594617044e-07
70500.0;0.6536821235858781,0.1515847982456364,1.9028888508919582e-07
70600.0;0.6536679806723674,0.151581011705196,1.8995432401218758e-07
70700.0;0.6536538619086426,0.15157723036036772,1.89621065472215e-07
70800.0;0.6536397672228584,0.15157345419564683,1.892891022772667e-07
70900.0;0.653625696543524,0.15156968319552883,1.88958427285564e-07
71000.0;0.6536116497995003,0.1515659173445096,1.8862903340516053e-07
71100.0;0.6535976269199975,0.15156215662708464,1.8830091359366563e-07
71200.0;0.6535836278345727,0.15155840102774848,1.8797406085777218e-07
71300.0;0.6535696524731266,0.1515546505309947,1.8764846825263503e-07
71400.0;0.653555700765902,0.15155090512131525,1.8732412888180712e-07
71500.0;0.6535417726434807,0.15154716478319985,1.8700103589663312e-07
71600.0;0.6535278680367803,0.15154342950113603,1.8667918249577916e-07
71700.0;0.6535139868770534,0.15153969925960822,1.8635856192498815e-07
71800.0;0.653500129095883,0.15153597404309777,1.8603916747667524e-07
71900.0;0.6534862946251815,0.15153225383608215,1.8572099248944713e-07
72000.0;0.6534724833971879,0.1515285386230349,1.8540403034775844e-07
72100.0;0.6534586953444648,0.15152482838842482,1.8508827448158292e-07
72200.0;0.6534449303998966,0.15152112311671603,1.8477371836592739e-07
72300.0;0.6534311884966867,0.15151742279236724,1.8446035552058088e-07
72400.0;0.6534174695683547,0.15151372739983132,1.8414817950958207e-07
72500.0;0.6534037735487347,0.15151003692355508,1.8383718394103138e-07
72600.0;0.6533901003719726,0.15150635134797866,1.8352736246671483e-07
72700.0;0.6533764499725236,0.1515026706575355,1.8321870878150094e-07
72800.0;0.6533628222851494,0.15149899483665138,1.8291121662328197e-07
72900.0;0.6533492172449168,0.1514953238697445,1.8260487977247814e-07
73000.0;0.6533356347871941,0.15149165774122472,1.8229969205166957e-07
73100.0;0.6533220748476503,0.15148799643549335,1.8199564732531788e-07
73200.0;0.6533085373622511,0.1514843399369427,1.8169273949943648e-07
73300.0;0.6532950222672577,0.15148068822995556,1.8139096252110466e-07
73400.0;0.6532815294992238,0.15147704129890488,1.8109031037832923e-07
73500.0;0.6532680589949938,0.15147339912815339,1.807907770996118e-07
73600.0;0.6532546106917005,0.15146976170205298,1.8049235675355412e-07
73700.0;0.6532411845267619,0.15146612900494463,1.8019504344865964e-07
73800.0;0.6532277804378805,0.15146250102115746,1.7989883133294238e-07
73900.0;0.6532143983630392,0.15145887773500882,1.796037145936673e-07
74000.0;0.6532010382405007,0.15145525913080352,1.7930968745685086e-07
74100.0;0.6531877000088044,0.1514516451928335,1.7901674418725822e-07
74200.0;0.6531743836067646,0.15144803590537734,1.7872487908775051e-07
74300.0;0.6531610889734674,0.1514444312526999,1.7843408649921553e-07
74400.0;0.6531478160482695,0.15144083121905172,1.7814436080022127e-07
74500.0;0.653134564770796,0.1514372357886688,1.778556964066273e-07
74600.0;0.6531213350809375,0.15143364494577188,1.7756808777131722e-07
74700.0;0.6531081269188482,0.15143005867456608,1.7728152938393338e-07
74800.0;0.6530949402249444,0.15142647695924047,1.769960157707047e-07
74900.0;0.6530817749399016,0.15142289978396756,1.7671154149376198e-07
75000.0;0.6530686310046524,0.1514193271329028,1.7642810115132608e-07
75100.0;0.6530555083603851,0.15141575899018406,1.7614568937715109e-07
75200.0;0.6530424069485409,0.1514121953399312,1.7586430084018942e-07
75300.0;0.6530293267108122,0.1514086361662456,1.7558393024460822e-07
75400.0;0.6530162675891402,0.15140508145320966,1.75304572329127e-07
75500.0;0.6530032295257135,0.15140153118488603,1.750262218670882e-07
75600.0;0.6529902124629652,0.15139798534531745,1.747488736659997e-07
75700.0;0.6529772163435718,0.15139444391852613,1.7447252256716955e-07
75800.0;0.6529642411104504,0.151390906888513,1.7419716344576505e-07
75900.0;0.6529512867067566,0.15138737423925752,1.739227912101353e-07
76000.0;0.6529383530758841,0.1513838459547169,1.736494008020579e-07
76100.0;0.6529254401614606,0.15138032201882556,1.733769871958707e-07
76200.0;0.6529125479073472,0.15137680241549473,1.7310554539873642e-07
76300.0;0.652899676257636,0.15137328712861173,1.7283507045002928e-07
76400.0;0.6528868251566489,0.15136977614203953,1.7256555742139282e-07
76500.0;0.6528739945489337,0.151366269439616,1.7229700141621187e-07
76600.0;0.6528611843792651,0.1513627670051535,1.720293975695127e-07
76700.0;0.6528483945926403,0.15135926882243828,1.7176274104763238e-07
76800.0;0.6528356251342787,0.15135577487522975,1.7149702704808162e-07
76900.0;0.6528228759496193,0.15135228514725999,1.7123225079937648e-07
77000.0;0.6528101469843186,0.15134879962223313,1.7096840756036957e-07
77100.0;0.6527974381842502,0.15134531828382472,1.707054926205727e-07
77200.0;0.6527847494955015,0.15134184111568097,1.7044350129951414e-07
77300.0;0.652772080864372,0.15133836810141843,1.701824289468054e-07
77400.0;0.6527594322373728,0.151334899224623,1.6992227094155463e-07
77500.0;0.6527468035612233,0.1513314344688495,1.6966302269252096e-07
77600.0;0.6527341947828509,0.15132797381762095,1.6940467963765096e-07
77700.0;0.652721605849388,0.15132451725442791,1.6914723724387334e-07
77800.0;0.6527090367081705,0.15132106476272777,1.6889069100699984e-07
77900.0;0.6526964873067371,0.15131761632594412,1.6863503645129002e-07
78000.0;0.6526839575928264,0.15131417192746605,1.683802691294817e-07
78100.0;0.6526714475143761,0.15131073155064745,1.6812638462248064e-07
78200.0;0.6526589570195206,0.1513072951788063,1.6787337853890569e-07
78300.0;0.65264648605659,0.1513038627952239,1.6762124651545206e-07
78400.0;0.652634034574108,0.1513004343831443,1.6736998421594495e-07
78500.0;0.6526216025207904,0.15129700992577333,1.671195873317738e-07
78600.0;0.652609189845544,0.1512935894062781,1.6687005158123844e-07
78700.0;0.6525967964974638,0.1512901728077862,1.66621372709711e-07
78800.0;0.6525844224258331,0.1512867601133848,1.663735464890091e-07
78900.0;0.6525720675801205,0.15128335130612003,1.6612656871763827e-07
79000.0;0.6525597319099786,0.15127994636899617,1.6588043522036313e-07
79100.0;0.6525474153652436,0.15127654528497483,1.6563514184780933e-07
79200.0;0.6525351178959327,0.15127314803697417,1.6539068447679188e-07
79300.0;0.6525228394522418,0.15126975460786823,1.651470590096101e-07
79400.0;0.6525105799845464,0.1512663649804859,1.6490426137412482e-07
79500.0;0.6524983394433982,0.15126297913761033,1.6466228752354143e-07
79600.0;0.6524861177795244,0.15125959706197786,1.6442113343607315e-07
79700.0;0.6524739149438257,0.15125621873627745,1.6418079511497943e-07
79800.0;0.6524617308873758,0.1512528441431496,1.6394126858822893e-07
79900.0;0.6524495655614185,0.15124947326518573,1.6370254990828425e-07
80000.0;0.6524374189173685,0.15124610608492714,1.6346463515213608e-07
80100.0;0.6524252909068081,0.1512427425848642,1.6322752042079211e-07
80200.0;0.652413181481486,0.15123938274743548,1.6299120183941298e-07
80300.0;0.652401090593317,0.1512360265550269,1.6275567555681732e-07
80400.0;0.6523890181943799,0.15123267398997078,1.625209377457888e-07
80500.0;0.6523769642369164,0.15122932503454498,1.6228698460223052e-07
80600.0;0.6523649286733297,0.15122597967097196,1.620538123456671e-07
80700.0;0.6523529114561831,0.15122263788141782,1.6182141721857908e-07
80800.0;0.6523409125381987,0.1512192996479916,1.6158979548650997e-07
